Year,Player_Name,Matches_Batted,Not_Outs,Runs_Scored,Highest_Score,Batting_Average,Balls_Faced,Batting_Strike_Rate,Centuries,Half_Centuries,Fours,Sixes,Catches_Taken,Stumpings,Matches_Bowled,Balls_Bowled,Runs_Conceded,Wickets_Taken,Best_Bowling_Match,Bowling_Average,Economy_Rate,Bowling_Strike_Rate,Four_Wicket_Hauls,Five_Wicket_Hauls
2019,Alzarri Joseph,3,2,15,15*,0.00,13,115.38,0,0,2,0,1,0,3,52,87,6,6/12,14.5,10.03,8.66,0,1
2023,Lockie Ferguson,3,0,0,0,0,0,0,0,0,0,0,0,0,3,46,96,1,1/19,96,12.52,46,0,0
2022,Lockie Ferguson,13,1,5,5,2.50,4,125.00,0,0,1,0,2,0,13,286,427,12,4/28,35.58,8.96,23.83,1,0
2021,Lockie Ferguson,8,3,18,18*,0.00,11,163.63,0,0,1,1,3,0,8,180,224,13,3/18,17.23,7.46,13.84,0,0
2020,Lockie Ferguson,5,2,43,24*,0.00,29,148.27,0,0,4,1,0,0,5,119,148,6,3/15,24.66,7.46,19.83,0,0
2019,Lockie Ferguson,5,0,0,0,0.00,0,0.00,0,0,0,0,0,0,5,102,183,2,1/38,91.5,10.76,51,0,0
2017,Lockie Ferguson,4,1,1,1*,0.00,1,100.00,0,0,0,0,0,0,4,78,93,3,2/7,31,7.15,26,0,0
2024,Mohammed Siraj,2,0,0,0,0,0,0,0,0,0,0,0,0,2,48,64,2,2/26,32,8,24,0,0
2023,Mohammed Siraj,14,1,1,1*,1.00,2,50.00,0,0,0,0,4,0,14,300,376,19,4/21,19.79,7.52,15.79,1,0
2022,Mohammed Siraj,15,3,30,14*,15.00,33,90.91,0,0,5,0,6,0,15,306,514,9,2/30,57.11,10.08,34,0,0
2021,Mohammed Siraj,15,3,20,12*,20.00,26,76.92,0,0,1,1,4,0,15,312,353,11,3/27,32.09,6.78,28.36,0,0
2020,Mohammed Siraj,9,2,17,10*,17.00,14,121.42,0,0,2,0,4,0,9,163,236,11,3/8,21.45,8.68,14.81,0,0
2019,Mohammed Siraj,9,3,4,3*,4.00,14,28.57,0,0,0,0,2,0,9,169,269,7,2/38,38.42,9.55,24.14,0,0
2018,Mohammed Siraj,11,2,25,14,12.50,22,113.63,0,0,2,1,5,0,11,246,367,11,3/25,33.36,8.95,22.36,0,0
2017,Mohammed Siraj,6,0,0,0,0.00,0,0.00,0,0,0,0,1,0,6,138,212,10,4/32,21.2,9.21,13.8,1,0
2024,Yash Dayal,2,0,0,0,0,0,0,0,0,0,0,0,0,2,42,51,2,1/23,25.5,7.29,21,0,0
2023,Yash Dayal,5,0,0,0,0,0,0,0,0,0,0,1,0,5,84,165,2,1/31,82.5,11.79,42,0,0
2022,Yash Dayal,9,0,0,0,0.00,1,0.00,0,0,0,0,1,0,9,192,296,11,3/40,26.91,9.25,17.45,0,0
2021,Tom Curran,3,1,21,21,21,17,123.52,0,0,2,0,0,0,3,68,104,4,3/29,26,9.17,17,0,0
2020,Tom Curran,5,3,83,54*,83,62,133.87,0,1,5,3,1,0,5,109,208,3,1/37,69.33,11.44,36.33,0,0
2018,Tom Curran,5,1,23,18,7.66,28,82.14,0,0,3,0,1,0,5,61,118,6,2/19,19.66,11.6,10.16,0,0
2023,Reece Topley,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,14,1,1/14,14,7,12,0,0
2023,Himanshu Sharma,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,28,0,0/28,0,9.33,0,0,0
No stats,Rajan Kumar,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2023,Vyshak Vijay Kumar,7,1,13,13*,13,9,144.44,0,0,0,1,1,0,7,144,253,9,3/20,28.11,10.54,16,0,0
2024,Abdul Samad,1,0,15,15,15,11,136.36,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,Abdul Samad,9,4,169,37*,42.25,128,132.03,0,0,10,11,4,0,9,0,0,0,0,0,0,0,0,0
2022,Abdul Samad,2,0,4,4,2,7,57.14,0,0,0,0,1,0,2,6,8,0,0/8,0,8.00,0,0,0
2021,Abdul Samad,11,1,111,28,12.33,87,127.58,0,0,4,8,8,0,11,6,9,1,1/9,9.00,9.00,6.00,0,0
2020,Abdul Samad,12,3,111,33,22.2,65,170.76,0,0,8,6,5,0,12,42,96,1,1/41,96.00,13.71,42.00,0,0
2024,Aiden Markram,1,0,18,18,18,13,138.46,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2023,Aiden Markram,13,2,248,50,22.55,197,125.89,0,1,18,8,11,0,13,49,70,1,1/24,70.00,8.57,49.00,0,0
2022,Aiden Markram,14,4,381,68*,47.63,274,139.05,0,3,25,19,6,0,14,36,64,1,1/8,64.00,10.67,36.00,0,0
2021,Aiden Markram,6,1,146,42,29.2,119,122.68,0,0,12,4,3,0,6,24,23,0,0/5,0,5.75,0,0,0
2024,Rahul Tripathi,1,0,20,20,20,20,100,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
2023,Rahul Tripathi,13,1,273,74*,22.75,213,128.17,0,1,29,10,2,0,13,0,0,0,0,0,0,0,0,0
2022,Rahul Tripathi,14,3,413,76,37.55,261,158.24,0,3,40,20,6,0,14,0,0,0,0,0,0,0,0,0
2021,Rahul Tripathi,17,2,397,74*,28.35,283,140.28,0,2,41,11,8,0,17,0,0,0,0,0,0,0,0,0
2020,Rahul Tripathi,11,1,230,81,23,181,127.07,0,1,21,10,3,0,11,0,0,0,0,0,0,0,0,0
2019,Rahul Tripathi,8,1,141,50,23.5,118,119.49,0,1,13,2,3,0,8,0,0,0,0,0,0,0,0,0
2018,Rahul Tripathi,12,3,226,80*,25.11,167,135.32,0,1,18,8,4,0,12,0,0,0,0,0,0,0,0,0
2017,Rahul Tripathi,14,0,391,93,27.92,267,146.44,0,2,43,17,5,0,14,6,12,0,0/12,0,12.00,0,0,0
2023,Glenn Phillips,5,0,39,25,7.8,22,177.27,0,0,2,4,2,0,5,18,20,1,1/10,20,6.67,18,0,0
2021,Glenn Phillips,3,1,26,14*,13,33,78.78,0,0,1,2,1,0,3,12,20,1,1/17,20,10,12,0,0
2024,Mayank Agarwal,1,0,32,32,32,21,152.38,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0
2023,Mayank Agarwal,10,0,270,83,27,210,128.57,0,1,29,6,6,0,10,0,0,0,0,0,0,0,0,0
2022,Mayank Agarwal,13,0,196,52,16.33,160,122.5,0,1,23,6,10,0,13,0,0,0,0,0,0,0,0,0
2021,Mayank Agarwal,12,1,441,99*,40.09,314,140.44,0,4,42,18,5,0,12,0,0,0,0,0,0,0,0,0
2020,Mayank Agarwal,11,0,424,106,38.54,271,156.45,1,2,44,15,6,0,11,0,0,0,0,0,0,0,0,0
2019,Mayank Agarwal,13,0,332,58,25.53,234,141.88,0,2,26,14,7,0,13,0,0,0,0,0,0,0,0,0
2018,Mayank Agarwal,11,1,120,30,12,94,127.65,0,0,9,5,2,0,11,0,0,0,0,0,0,0,0,0
2017,Mayank Agarwal,3,0,26,20,8.66,27,96.29,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0
2016,Mayank Agarwal,3,0,27,10,9,25,108,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0
2015,Mayank Agarwal,10,1,213,68,23.66,177,120.33,0,2,23,7,3,0,10,0,0,0,0,0,0,0,0,0
2014,Mayank Agarwal,8,0,115,31,14.37,91,126.37,0,0,12,3,1,0,8,0,0,0,0,0,0,0,0,0
2013,Mayank Agarwal,5,0,67,29,13.4,62,108.06,0,0,6,3,3,0,5,0,0,0,0,0,0,0,0,0
2012,Mayank Agarwal,16,1,225,64*,20.45,158,142.4,0,1,19,15,9,0,16,0,0,0,0,0,0,0,0,0
2011,Mayank Agarwal,8,0,141,41,20.14,120,117.5,0,0,16,4,3,0,8,0,0,0,0,0,0,0,0,0
2023,Anmolpreet Singh,4,0,105,36,26.25,82,128.05,0,0,15,2,1,0,4,0,0,0,0,0,0,0,0,0
2022,Anmolpreet Singh,2,0,13,8,6.5,13,100,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
2021,Anmolpreet Singh,1,0,16,16,16,14,114.28,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2024,Heinrich Klaasen,1,0,63,63,63,29,217.24,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0
2023,Heinrich Klaasen,12,2,448,104,49.78,253,177.08,1,2,32,25,3,1,12,0,0,0,0,0,0,0,0,0
2019,Heinrich Klaasen,3,0,9,6,4.5,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Heinrich Klaasen,4,1,57,32,19,47,121.27,0,0,5,1,3,4,4,0,0,0,0,0,0,0,0,0
No stats,Upendra Singh Yadav,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
2023,Nitish Kumar Reddy,2,0,0,0,0,0,0,0,0,0,0,1,0,2,30,54,0,0/19,0,10.8,0,0,0
2017,Travis Head,7,2,151,75*,30.2,108,139.81,0,1,9,6,2,0,7,48,81,2,2/30,40.50,10.12,24.00,0,0
2016,Travis Head,3,1,54,37,27,40,135,0,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0
2024,Abhishek Sharma,1,0,32,32,32,19,168.42,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0
2023,Abhishek Sharma,11,0,226,67,20.55,157,143.95,0,2,28,6,4,0,11,72,124,2,1/26,62.00,10.33,36.00,0,0
2022,Abhishek Sharma,14,0,426,75,30.43,320,133.13,0,2,47,13,1,0,14,24,38,0,0/10,0,9.50,0,0,0
2021,Abhishek Sharma,8,1,98,33,16.33,75,130.66,0,0,7,4,2,0,8,60,64,4,2/4,16.00,6.40,15.00,0,0
2020,Abhishek Sharma,8,2,71,31,14.2,56,126.78,0,0,6,3,1,0,8,60,91,2,1/15,45.50,9.10,30.00,0,0
2019,Abhishek Sharma,3,1,9,5*,4.5,9,100,0,0,1,0,2,0,3,12,21,1,1/10,21.00,10.50,12.00,0,0
2018,Abhishek Sharma,3,2,63,46*,63,33,190.9,0,0,3,5,1,0,3,0,0,0,0,0,0,0,0,0
2024,Marco Jansen,1,1,1,1*,0,1,100,0,0,0,0,2,0,1,18,40,0,0/40,0,13.33,0,0,0
2023,Marco Jansen,8,3,39,17*,13.00,43,90.7,0,0,4,0,3,0,8,162,267,10,2/16,26.70,9.89,16.20,0,0
2022,Marco Jansen,8,2,9,8*,9.00,7,128.57,0,0,0,1,3,0,8,192,274,7,3/25,39.14,8.56,27.43,0,0
2021,Marco Jansen,2,0,0,0*,0.00,3,0,0,0,0,0,1,0,2,36,45,2,2/28,22.50,7.5,18.00,0,0
2023,Washington Sundar,7,1,60,24*,15,60,100,0,0,6,0,2,0,7,106,146,3,3/28,48.67,8.26,35.33,0,0
2022,Washington Sundar,9,0,101,40,14.43,69,146.38,0,0,9,3,1,0,9,168,239,6,2/21,39.83,8.54,28,0,0
2021,Washington Sundar,6,0,31,10,7.75,47,65.95,0,0,2,0,2,0,6,96,118,3,1/7,39.33,7.37,32,0,0
2020,Washington Sundar,15,3,111,30,18.5,95,116.84,0,0,10,2,0,0,15,300,298,8,2/16,37.25,5.96,37.5,0,0
2019,Washington Sundar,3,0,1,1,0.5,3,33.33,0,0,0,0,2,0,3,54,74,4,3/24,18.5,8.22,13.5,0,0
2018,Washington Sundar,7,3,65,35,21.66,38,171.05,0,0,5,4,0,0,7,120,192,4,2/22,48,9.6,30,0,0
2017,Washington Sundar,11,5,9,5*,9,12,75,0,0,0,0,5,0,11,180,185,8,3/16,23.12,6.16,22.5,0,0
2023,Sanvir Singh,2,1,11,7,11,9,122.22,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0
2023,Wanindu Hasaranga,8,3,33,12*,16.5,28,117.86,0,0,3,0,0,0,8,174,258,9,2/24,28.67,8.9,19.33,0,0
2022,Wanindu Hasaranga,16,0,38,18,5.43,43,88.37,0,0,4,1,3,0,16,342,430,26,5/18,16.54,7.54,13.15,1,1
2021,Wanindu Hasaranga,2,1,1,1*,1,2,50,0,0,0,0,0,0,2,36,60,0,0/20,0,10,0,0,0
2024,Pat Cummins,1,1,0,0*,0,1,0,0,0,0,0,1,0,1,24,32,1,1/32,32,8,24,0,0
2022,Pat Cummins,5,1,63,56*,15.75,24,262.5,0,1,5,6,1,0,5,119,212,7,3/22,30.29,10.69,17,0,0
2021,Pat Cummins,7,2,93,66*,31.00,56,166.07,0,1,5,8,2,0,7,161,237,9,3/24,26.33,8.83,17.88,0,0
2020,Pat Cummins,14,4,146,53*,20.85,114,128.07,0,1,9,8,3,0,14,312,409,12,4/34,34.08,7.86,26,1,0
2017,Pat Cummins,12,4,77,24,15.40,53,145.28,0,0,5,4,1,0,12,277,373,15,2/20,24.86,8.07,18.46,0,0
2015,Pat Cummins,3,0,0,0*,0.00,2,0,0,0,0,0,1,0,3,60,97,1,1/54,97,9.7,60,0,0
2014,Pat Cummins,1,0,0,0,0.00,0,0,0,0,0,0,0,0,1,24,29,1,1/29,29,7.25,24,0,0
2023,Akash Singh,6,0,0,0,0,0,0,0,0,0,0,1,0,6,114,188,5,2/40,37.60,9.89,22.80,0,0
2021,Akash Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,39,0,0/39,0,9.75,0,0,0
2024,Shahbaz Ahamad,1,0,16,16,16,5,320,0,0,1,2,0,0,1,6,14,0,0/14,0,14,0,0,0
2023,Shahbaz Ahamad,10,2,42,20*,10.5,39,107.69,0,0,3,1,5,0,10,42,95,1,1/38,95.00,13.57,42.00,0,0
2022,Shahbaz Ahamad,16,3,219,45,27.38,181,120.99,0,0,14,9,8,0,16,210,336,4,2/26,84.00,9.6,52.50,0,0
2021,Shahbaz Ahamad,11,0,59,14,8.42,53,111.32,0,0,4,2,4,0,11,84,92,7,3/7,13.14,6.57,12.00,0,0
2020,Shahbaz Ahamad,2,1,1,1*,0,1,100,0,0,0,0,1,0,2,36,44,2,2/26,22.00,7.33,18.00,0,0
2024,Bhuvneshwar Kumar,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,51,0,0/51,0,12.75,0,0,0
2023,Bhuvneshwar Kumar,14,3,42,27,14.00,47,89.36,0,0,4,0,3,0,14,306,425,16,5/30,26.56,8.33,19.13,0,1
2022,Bhuvneshwar Kumar,14,3,24,8,8.00,26,92.31,0,0,3,0,2,0,14,313,383,12,3/22,31.92,7.34,26.08,0,0
2021,Bhuvneshwar Kumar,11,6,34,14*,34.00,30,113.33,0,0,3,0,0,0,11,252,335,6,1/16,55.83,7.97,42.00,0,0
2020,Bhuvneshwar Kumar,4,0,0,0*,0.00,2,0.00,0,0,0,0,0,0,4,85,99,3,2/25,33.00,6.98,28.33,0,0
2019,Bhuvneshwar Kumar,15,2,12,7*,4.00,19,63.15,0,0,1,0,4,0,15,354,461,13,2/24,35.46,7.81,27.23,0,0
2018,Bhuvneshwar Kumar,12,2,13,7,6.50,16,81.25,0,0,1,0,2,0,12,277,354,9,3/26,39.33,7.66,30.77,0,0
2017,Bhuvneshwar Kumar,14,1,4,4*,4.00,4,100.00,0,0,0,0,4,0,14,314,369,26,5/19,14.19,7.05,12.07,0,1
2016,Bhuvneshwar Kumar,17,2,43,21,7.16,27,159.25,0,0,6,1,6,0,17,396,490,23,4/29,21.30,7.42,17.21,1,0
2015,Bhuvneshwar Kumar,14,2,17,11*,17.00,10,170.00,0,0,2,1,5,0,14,310,407,18,3/26,22.61,7.87,17.22,0,0
2014,Bhuvneshwar Kumar,14,1,1,1,1.00,4,25.00,0,0,0,0,2,0,14,319,354,20,4/14,17.70,6.65,15.95,1,0
2013,Bhuvneshwar Kumar,16,2,52,24*,7.42,71,73.23,0,0,3,1,2,0,16,342,371,13,3/18,28.53,6.5,26.30,0,0
2012,Bhuvneshwar Kumar,11,6,40,11*,13.33,40,100.00,0,0,4,0,0,0,11,234,281,8,2/9,35.12,7.2,29.25,0,0
2011,Bhuvneshwar Kumar,4,0,1,1,0.00,1,0.00,0,0,0,0,2,0,4,66,67,3,2/14,22.33,6.09,22.00,0,0
2023,Fazalhaq Farooqi,4,1,1,1*,0,5,20,0,0,0,0,1,0,4,80,117,4,2/41,29.25,8.78,20,0,0
2022,Fazalhaq Farooqi,3,1,2,2*,0,8,25,0,0,0,0,0,0,3,72,110,2,2/32,55,9.17,36,0,0
2023,Jaydev Unadkat,3,0,9,9,9,7,128.57,0,0,1,0,0,0,3,48,92,0,0/26,0,11.5,0,0,0
2022,Jaydev Unadkat,5,2,59,19*,19.67,37,159.46,0,0,4,3,1,0,5,120,190,6,2/32,31.67,9.5,20.00,0,0
2021,Jaydev Unadkat,6,1,41,24,20.5,29,141.37,0,0,3,2,1,0,6,132,168,4,3/15,42.00,7.63,33.00,0,0
2020,Jaydev Unadkat,7,0,9,9,9,13,69.23,0,0,0,0,1,0,7,138,228,4,2/32,57.00,9.91,34.50,0,0
2019,Jaydev Unadkat,11,3,1,1,1,3,33.33,0,0,0,0,4,0,11,224,398,10,2/26,39.80,10.66,22.40,0,0
2018,Jaydev Unadkat,15,3,49,26,12.25,38,128.94,0,0,6,1,6,0,15,302,486,11,3/46,44.18,9.65,27.45,0,0
2017,Jaydev Unadkat,12,2,2,2*,0,5,40,0,0,0,0,9,0,12,275,322,24,5/30,13.41,7.02,11.45,0,1
2016,Jaydev Unadkat,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,49,0,0/49,0,16.33,0,0,0
2015,Jaydev Unadkat,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,30,0,0/30,0,10,0,0,0
2014,Jaydev Unadkat,9,1,1,1*,1,6,16.66,0,0,0,0,0,0,9,187,270,9,3/32,30.00,8.66,20.77,0,0
2013,Jaydev Unadkat,13,2,2,1,0,2,100,0,0,0,0,1,0,13,294,370,13,5/25,28.46,7.55,22.61,0,1
2012,Jaydev Unadkat,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,32,0,0/32,0,10.66,0,0,0
2011,Jaydev Unadkat,7,0,0,0,0,0,0,0,0,0,0,2,0,7,108,150,6,2/25,25.00,8.33,18.00,0,0
2010,Jaydev Unadkat,3,0,0,0,0,0,0,0,0,0,0,1,0,3,62,85,4,3/26,21.25,8.22,15.50,0,0
2024,T Natarajan,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,32,3,3/32,10.67,8,8,0,0
2023,T Natarajan,12,0,0,0,0,0,0,0,0,0,0,3,0,12,270,410,10,2/23,41,9.11,27,0,0
2022,T Natarajan,11,0,0,0,0,0,0,0,0,0,0,1,0,11,258,406,18,3/10,22.56,9.44,14.33,0,0
2021,T Natarajan,2,0,0,0,0.00,0,0.00,0,0,0,0,0,0,2,48,69,2,1/32,34.5,8.62,24,0,0
2020,T Natarajan,16,3,3,3*,0.00,5,60.00,0,0,0,0,3,0,16,377,504,16,2/24,31.5,8.02,23.56,0,0
2017,T Natarajan,6,0,0,0,0.00,0,0.00,0,0,0,0,0,0,6,76,115,2,1/26,57.5,9.07,38,0,0
2023,Umran Malik,8,1,19,19*,19,8,237.5,0,0,1,2,1,0,8,120,217,5,2/32,43.4,10.85,24,0,0
2022,Umran Malik,14,3,4,3*,4,8,50,0,0,0,0,5,0,14,295,444,22,5/25,20.18,9.03,13.41,1,1
2021,Umran Malik,3,0,0,0,0,0,0,0,0,0,0,0,0,3,72,96,2,1/21,48,8,36,0,0
2024,Mayank Markande,1,0,0,0,0,0,0,0,0,0,0,1,0,1,24,39,2,2/39,19.50,9.75,12.00,0,0
2023,Mayank Markande,10,3,21,18*,0,13,161.54,0,0,2,1,1,0,10,228,300,12,4/15,25.00,7.89,19.00,1,0
2022,Mayank Markande,2,0,0,0,0,0,0,0,0,0,0,2,0,2,42,57,1,1/26,57.00,8.14,42.00,0,0
2021,Mayank Markande,1,0,0,0,0.00,0,0.00,0,0,0,0,0,0,1,18,26,0,0/26,0,8.66,0,0,0
2019,Mayank Markande,3,1,6,6,6.00,5,120.00,0,0,1,0,0,0,3,36,59,1,1/23,59.00,9.83,36.00,0,0
2018,Mayank Markande,14,4,21,7*,10.50,24,87.50,0,0,2,0,3,0,14,264,368,15,4/23,24.53,8.36,17.60,1,0
No stats,Jhathavedh Subramanyan,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats,No stats
